eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,386259,SO8625902869,Brimscombe,51.724364,-2.200326,Brimscombe LVL - level-stage-i-15_min-mASD,0.707,2023-08-09T21:30:00Z,2023-08-09,2205-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2205,202869
,447829,HU 47829 41374,Lerwick,60.15403,-1.14031,Lerwick - level-tidal_level-Mean-15_min-mAOD,0.014,2023-08-09T21:30:00Z,2023-08-09,E74439-level-tidal_level-Mean-15_min-mAOD,level,Water Level,900,Tidal Level,mean,E74439,1141374
,540805,TQ40807186,Oakbrook Close FD,51.428299,0.023993,Oakbrook Close FD - level-stage-i-15_min-mASD,0.036,2023-08-09T21:30:00Z,2023-08-09,4384TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4384TH,171865
,,SJ4358,Lea Hall Drift,,,Lea Hall Drift - level-groundwater-i-1_h-m,2.405,2023-08-04T10:00:00Z,2023-08-04,SJ45_173-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SJ45_173,
,523250,TL232036,Rainfall station,51.718037,-0.217242,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,276316TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,276316TP,203650
,528765,TQ28766515,River Wandle at Beddington Park FD,51.370858,-0.151524,,,,,,,,,,,4151TH,165155
South West - Wessex,415748,,East Mills Flume,50.928396,-1.777288,EAST MILLS FLUME - level-stage-i-15_min-m,0.908,2023-08-09T16:00:00Z,2023-08-09,43123-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,43123,114351
North West - Cumbria and Lancashire,313090,,Southwaite Bridge,54.640395,-3.34813,Southwaite bridge - level-stage-i-15_min-m,0.441,2023-08-09T21:30:00Z,2023-08-09,751613-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,751613,528090
North East - Yorkshire,393700,,Gargrave,53.982002,-2.097548,,,,,,,,,,,F1508,454000
North West - Greater Manchester Merseyside and Cheshire,397551,,Waggon Road,53.514723,-2.038394,Waggon Road - level-stage-i-15_min-m,0.515,2023-08-09T21:30:00Z,2023-08-09,692440-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,692440,402007
,389750,SJ897564,Rainfall station,53.105132,-2.154547,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3571-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3571,356450
,346750,SO467993,Rainfall station,52.589321,-2.78744,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1332-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1332,299350
,568350,TQ683263,Crowhurst GS,51.01189,0.398508,Crowhurst GS - flow--i-15_min-m3_s,0.14,2023-08-09T21:30:00Z,2023-08-09,E6619-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E6619,126350
Thames - West Thames,448500,,Godstow Lock,51.776669,-1.298428,,,,,,,,,,,1302TH,208900
,622600,TG2260009000,NEW MILLS NORWICH SLUICE,52.633061,1.288057,NEW MILLS NORWICH SLUICE - level-stage-i-15_min-mAOD,2.448,2023-08-09T04:45:00Z,2023-08-09,E21621-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E21621,309000
,524973,TF2497371916,SHEARMANS WATH BRIDGE GS WEST ASHBY WITS,53.229577,-0.129265,SHEARMANS WATH BRIDGE GS WEST ASHBY WITS - level-stage-i-15_min-mAOD,33.106,2023-08-09T21:30:00Z,2023-08-09,E4982-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E4982,371916
,,,MONKTONMEAD USGS,,,MONKTONMEAD USGS - flow--i-15_min-m3_s,0.0,2023-08-09T21:30:00Z,2023-08-09,E15061-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E15061,
,610550,TR105440,Rainfall station,51.156945,1.009589,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E4530-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E4530,144050
Thames - Kent and South London,551938,TQ5193878139,Erith Deep Wharf,51.481798,0.186705,,,,,,,,,,,0018,178139
North East - Yorkshire,461927,SE6192752249,York Wolfe Avenue,53.962611,-1.057605,,,,,,,,,,,L2480,452249
,451150,SU511325,EASTON USGS,51.089986,-1.271026,EASTON USGS - flow--i-15_min-m3_s,3.983,2023-08-09T21:30:00Z,2023-08-09,E12382-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E12382,132550
North East - Yorkshire,511447,TA1144735594,Bransholme Great Culvert Pumping Station,53.804698,-0.309166,,,,,,,,,,,L3243,435594
North West - Cumbria and Lancashire,332369,NY3236939858,Caldbeck Gill Beck Bridge,54.749088,-3.05221,Caldbeck Gill Beck Bridge - level-stage-i-15_min-m,0.286,2023-08-09T21:30:00Z,2023-08-09,765005-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,765005,539858
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,369480,,Bosbury,52.08804,-2.446839,Bosbury LVL - level-stage-i-15_min-mASD,0.03,2023-08-09T21:30:00Z,2023-08-09,2255-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2255,243394
North East - Yorkshire,471162,SE7116255628,Stamford Bridge,53.991789,-0.916086,Stamford Bridge - level-stage-i-15_min-mAOD,6.994,2023-08-09T21:30:00Z,2023-08-09,L2810-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L2810,455628
,331629,ST 31629 83920,Newport,51.55,-2.98744,Newport - level-tidal_level-Mean-15_min-mAOD,0.366,2023-08-09T21:30:00Z,2023-08-09,E72839-level-tidal_level-Mean-15_min-mAOD,level,Water Level,900,Tidal Level,mean,E72839,183920
,368550,ST685893,Rainfall station,51.602099,-2.455479,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,53101-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,53101,189350
Thames - Hertfordshre and North London,503896,TL0389606178,"Hemel Hempstead, Old Fishery Lane",51.744674,-0.49654,BULBOURNE AT HEMEL (OLD FISHERY LANE) - level-stage-i-15_min-mASD,0.689,2023-08-09T21:30:00Z,2023-08-09,2844TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2844TH,206178
Thames - Hertfordshre and North London,495873,SP9587301341,Chesham,51.702625,-0.614039,River Chess at Chesham - level-stage-i-15_min-mASD,0.514,2023-08-09T21:30:00Z,2023-08-09,2852TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2852TH,201341
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,343188,SO4318882677,Craven Arms,52.439087,-2.837158,Craven Arms Burnside Close - level-stage-i-15_min-mASD,0.204,2023-08-09T21:30:00Z,2023-08-09,2547-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2547,282677
,215550,SX155896,Rainfall station,50.677206,-4.612016,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:15:00Z,2023-08-09,47144-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,47144,89650
,166359,SW6635945159,PORTREATH,50.26009,-5.279378,PORTREATH - level-stage-i-15_min-m,0.062,2023-08-09T06:00:00Z,2023-08-09,48174-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,48174,45159
,565150,TQ651957,Rainfall station,51.636308,0.385069,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:30:00Z,2023-08-09,E21179-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E21179,195750
Thames - Kent and South London,539480,,Manor House Gardens,51.45563,0.00613,QUAGGY AT HITHER GREEN(MANOR HO GARDENS) - level-stage-i-15_min-mASD,0.037,2023-08-09T21:30:00Z,2023-08-09,4389TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4389TH,174870
Thames - West Thames,461190,,Wheatley,51.740637,-1.115198,,,,,,,,,,,1980TH,205030
Anglian - Essex Norfolk and Suffolk,638329,TG 38331 03437,Cantley,52.576492,1.516029,CANTLEY WQM - level-tidal_level-i-15_min-mAOD,0.633,2023-08-09T20:15:00Z,2023-08-09,E23060-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E23060,303439
,439150,SK391473,Rainfall station,53.022009,-1.417793,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3767-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3767,347350
South West - Wessex,370195,,Wick,51.453682,-2.430325,WICK - level-stage-i-15_min-m,0.052,2023-08-09T21:15:00Z,2023-08-09,53149-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,53149,172833
Anglian - Lincolnshire and Northamptonshire,479800,,Medbourne,52.537116,-0.824895,MEDBOURNE BROOK GS - level-stage-i-15_min-m,0.028,2023-08-09T06:00:00Z,2023-08-09,E2717-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E2717,293900
,501250,TL012973,Rainfall station,52.56456,-0.5077,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:30:00Z,2023-08-09,E7065-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E7065,297350
South West - Wessex,406151,SU0615244959,Shrewton,51.203807,-1.913331,SHREWTON ELSTON LANE - level-stage-i-15_min-m,-0.085,2023-08-09T21:30:00Z,2023-08-09,E83164-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E83164,144959
,508400,TL0840093900,ELTON SLUICE,52.532181,-0.403386,ELTON SLUICE - level-stage-i-15_min-m,13.946,2023-08-09T20:45:00Z,2023-08-09,E42804-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E42804,293900
,391250,ST912750,Rainfall station,51.474338,-2.127367,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,53106-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,53106,175050
,507580,TL0758075332,ELLINGTON BROOK GS WITS,52.365481,-0.421447,ELLINGTON BROOK GS WITS - level-stage-i-15_min-mAOD,32.878,2023-08-09T21:30:00Z,2023-08-09,E26181-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E26181,275332
,,SJ4319,Frankbrook ABH,,,Frankbrook ABH - level-groundwater-i-1_h-mBDAT,17.5,2023-08-09T21:00:00Z,2023-08-09,26119-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,26119,
,383467,SD8346722064,Thornfield Avenue,53.694741,-2.251855,Thornfield Avenue - level-stage-i-15_min-m,0.376,2023-08-09T21:30:00Z,2023-08-09,690105-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,690105,422064
Thames - West Thames,490987,,Bray Lock,51.509305,-0.69032,,,,,,,,,,,2607TH,179744
Thames - Hertfordshre and North London,550580,TQ5058089460,Romford,51.583879,0.172001,,,,,,,,,,,5522TH,189460
Anglian - Essex Norfolk and Suffolk,571301,TL 71301 07122,Springfield,51.736622,0.479442,SPRINGFIELD FGS AND RAINGAUGE - level-stage-i-15_min-m,0.17,2023-08-09T06:30:00Z,2023-08-09,E22869-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E22869,207122
,,SJ5418,Bings Heath OBH,,,Bings Heath OBH - level-groundwater-i-1_h-mBDAT,6.194,2023-08-09T14:30:00Z,2023-08-09,5000-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,5000,
South West - Wessex,352156,,Ilchester,51.003358,-2.683234,ILCHESTER - level-stage-i-15_min-m,0.184,2023-08-09T21:30:00Z,2023-08-09,52112-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,52112,122886
South West - Wessex,333142,ST3314233007,Northmoor Pumping Station,51.092455,-2.956056,NORTHMOOR PS - level-sump_level-i-15_min-mASD,2.323,2023-08-09T21:30:00Z,2023-08-09,52145-level-sump_level-i-15_min-mASD,level,Water Level,900,Sump Level,instantaneous,52145,133007
Thames - Hertfordshre and North London,512108,TQ1210898118,Watford,51.670654,-0.380235,,,,,,,,,,,2830TH,198118
North East - Yorkshire,412056,SE1205606698,Holmbridge,53.556892,-1.819474,,,,,,,,,,,L1008,406713
North West - Cumbria and Lancashire,342222,NY4222256117,Durranhill Pumping Station,54.896411,-2.902412,Durranhill FW - level-stage-i-15_min-m,0.868,2023-08-09T21:30:00Z,2023-08-09,764117-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,764117,556117
Thames - West Thames,466692,,Pyotts Bridge,51.278294,-1.045224,River Loddon at pyotts bridge - level-stage-i-15_min-mASD,1.032,2023-08-09T19:00:00Z,2023-08-09,2401TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2401TH,153672
,532368,TF3236844477,BOSTON GRAND SLUICE AUTOMATION,52.981286,-0.029852,BOSTON GRAND SLUICE AUTOMATION - level-stage-i-15_min-mAOD,1.411,2023-08-09T20:30:00Z,2023-08-09,E1427-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1427,344477
,363250,SD632121,Rainfall station,53.604601,-2.556847,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-03T16:00:00Z,2023-08-03,569709-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,569709,412150
,524825,TA2482509796,GRIMSBY CROMWELL ROAD GS,53.569915,-0.116511,GRIMSBY CROMWELL ROAD GS - level-stage-i-15_min-m,2.76,2023-08-09T05:15:00Z,2023-08-09,E27462-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E27462,409796
South West - Wessex,331002,ST3100240713,Dunball,51.161484,-2.988087,DUNBALL - level-stage-i-15_min-m,2.568,2023-08-09T21:30:00Z,2023-08-09,E9094-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E9094,140713
,,NY7713,Great Musgrave BH,,,Great Musgrave BH - level-groundwater-i-1_h-m,8.456,2023-08-09T07:00:00Z,2023-08-09,NY71_3-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,NY71_3,
,593450,TQ934247,SCOTS FLOAT SLUICE RL,50.989632,0.75505,SCOTS FLOAT SLUICE RL - level-stage-i-15_min-mAOD,-0.323,2023-08-09T21:30:00Z,2023-08-09,E6380-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E6380,124750
South West - Devon and Cornwall,291840,,Torquay Outer,50.458178,-3.525069,TORQUAY TIDAL - level-tidal_level-i-15_min-mAOD,0.469,2023-08-09T21:00:00Z,2023-08-09,TORQ-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,TORQ,63150
Midlands - Staffordshire Warwickshire and West Midlands,390378,SJ90380726,Coven,52.662979,-2.143695,Coven LVL - level-stage-i-15_min-mASD,0.574,2023-08-09T21:30:00Z,2023-08-09,4177-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4177,307262
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,384912,SO8491216690,Cheyney Close,51.848593,-2.220433,Cheyney Close LVL - level-stage-i-15_min-mASD,0.0,2023-08-09T21:30:00Z,2023-08-09,2277-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2277,216690
,391115,ST9111542646,HEYTESBURY A36,51.182969,-2.128492,HEYTESBURY A36 - level-stage-i-15_min-m,0.945,2023-08-09T16:15:00Z,2023-08-09,432321-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,432321,142646
Thames - West Thames,429450,,Knighton Side,51.436872,-1.577706,,,,,,,,,,,2232TH,170960
South West - Wessex,334489,,Currymoor Pumping Station,51.054966,-2.936065,CURRYMOOR PS - level-stage-i-15_min-mASD,2.138,2023-08-09T21:30:00Z,2023-08-09,52118-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,52118,128820
North West - Greater Manchester Merseyside and Cheshire,396240,,Compstall,53.413802,-2.058026,,,,,,,,,,,692190,390780
North West - Cumbria and Lancashire,384630,SD8463033413,Thompson Park,53.79678,-2.234811,Thompson Park - level-stage-i-15_min-m,0.322,2023-08-09T21:30:00Z,2023-08-09,712415-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,712415,433413
South West - Wessex,393526,ST9352686895,St Johns Weir,51.580872,-2.094819,ST JOHNS - level-stage-i-15_min-m,0.187,2023-08-09T21:30:00Z,2023-08-09,531158-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,531158,186895
Southern - Solent and South Downs,446130,,Allbrook weir,50.987637,-1.34415,ALLBROOK GS - level-stage-i-15_min-mASD,0.273,2023-08-09T21:30:00Z,2023-08-09,E12430-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E12430,121120
,381251,SD8125125486,Folly Clough Brook,53.725422,-2.285624,,,,,,,,,,,690137,425486
,471950,SU7195006683,EASTERN ROAD RL,50.855193,-0.979187,EASTERN ROAD RL - level-stage-i-15_min-mAOD,9.165,2023-08-09T21:30:00Z,2023-08-09,E11340-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E11340,106683
Thames - West Thames,450695,,Abingdon Peachcroft,51.683092,-1.268125,Abingdon Peachcroft FD - level-stage-i-15_min-mASD,0.638,2023-08-09T21:30:00Z,2023-08-09,1681TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,1681TH,198513
Midlands - Staffordshire Warwickshire and West Midlands,398390,SJ 9839 0943,Cannock,52.682553,-2.025244,Cannock LVL - level-stage-i-15_min-mASD,0.193,2023-08-09T21:30:00Z,2023-08-09,4176-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4176,309430
North East - Yorkshire,402100,,Cross Hills,53.902947,-1.969516,Crosshills - level-stage-i-15_min-m,0.23,2023-08-09T21:30:00Z,2023-08-09,F1525-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F1525,445200
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,386591,SO8659118944,Zoons Court,51.868901,-2.196147,Zoons Court LVL - level-stage-i-15_min-mASD,0.256,2023-08-09T21:30:00Z,2023-08-09,2261-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2261,218944
Midlands - Derbyshire Nottinghamshire and Leicestershire,468920,,Mattersey,53.397737,-0.964956,,,,,,,,,,,4015,389490
,586550,TL865293,Rainfall station,51.931385,0.712001,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:30:00Z,2023-08-09,E44121-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E44121,229350
Midlands - Staffordshire Warwickshire and West Midlands,401220,,Bescot,52.560205,-1.983428,,,,,,,,,,,4081,295820
South West - Wessex,403954,SU0395483037,Brinkworth Brook,51.546208,-1.944367,BRINKWORTH BROOK - level-stage-i-15_min-m,0.348,2023-08-09T21:30:00Z,2023-08-09,531183-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,531183,183037
North West - Cumbria and Lancashire,326461,NY 26461 19220,Lodore,54.562827,-3.138777,Lodore - level-stage-i-15_min-m,0.936,2023-08-09T21:30:00Z,2023-08-09,750106-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,750106,519220
,430858,SP3085865437,Leamington Pdw LVL,52.286203,-1.549042,Leamington Pdw LVL - level-stage-i-15_min-mASD,0.222,2023-08-09T21:30:00Z,2023-08-09,2049-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2049,265437
North West - Cumbria and Lancashire,355880,,Bamber Bridge,53.724643,-2.670129,Lostock - level-stage-i-15_min-m,0.11,2023-08-09T21:30:00Z,2023-08-09,700515-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,700515,425570
Southern - Solent and South Downs,486785,SU8678504985,Chichester Tozer Way,50.837894,-0.768879,CHICHESTER TOZER WAY RL - level-stage-i-15_min-mAOD,12.905,2023-08-09T21:30:00Z,2023-08-09,E11100-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E11100,104985
North East - Yorkshire,452550,,Monkton,54.011286,-1.199598,Moor Monkton PS - level-stage-i-15_min-m,0.931,2023-08-09T21:15:00Z,2023-08-09,L2409-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L2409,457550
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,382792,,Sandhurst,51.887632,-2.251427,Sandhurst LVL - level-stage-i-15_min-mASD,0.747,2023-08-09T21:30:00Z,2023-08-09,2619-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2619,221039
,362035,SD62031456,Upper Rivington Reservoir,53.626219,-2.575503,Upper Rivington Reservoir - level-stage-i-15_min-m,-1.674,2023-08-09T21:30:00Z,2023-08-09,700401-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,700401,414565
Midlands - Staffordshire Warwickshire and West Midlands,421343,SP2134349236,Wimpstone,52.141002,-1.689543,Wimpstone FLOW - level-stage-i-15_min-mASD,0.749,2023-08-09T21:30:00Z,2023-08-09,2200-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2200,249236
,352850,SD528481,Rainfall station,53.927308,-2.719516,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,578009-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,578009,448150
,317950,NY179350,Rainfall station,54.703741,-3.274806,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,593893-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,593893,535050
Anglian - Lincolnshire and Northamptonshire,549510,TF49515858,Wainfleet,53.10346,0.23181,,,,,,,,,,,E1675,358580
